Column1;Column2;Column3;Column4
27687038;27687240;non_sexist;... И почесала яйца??????
27687038;27687242;non_sexist;На плантацию эту обезьяну безполую, пусть нигрила тупая работает ??
27687038;27687249;non_sexist;Американская политика
27687038;27687254;sexist;она еще не жалуется на проблемы с эрекцией ?
27687038;27687256;sexist;сексизм? какой сексизм? судья ж мужик, он же японку не трогал. или сирена говорит о том что у судьи мужика сексизм к мужикам?
27687038;27687259;non_sexist;[id401792518|Степан], а безграмотным быдлом русская.
27687038;27687260;non_sexist;у нас обезьяны в зоопарке симпатичнее.
27687038;27687263;non_sexist;[id323521009|Игорь], сексизм - не имеет отношение к сексу, это предубеждение против людей другого пола... Мужской шовинизм , вот что она имела ввиду
27687038;27687268;non_sexist;Я адекватно отношусь к африканцам,но это существо вызывает только одну ассоциацию ??
27687038;27687271;non_sexist;[id19916773|Татьяна], так Она походу с бабой разговаривала или судья мужик
27687038;27687282;non_sexist;Сирена переживает, что в ней не видят ней мужчину.
27687038;27687284;non_sexist;Мужичок то не из пугливых оказался... ??
27687038;27687285;non_sexist;Не жульничала?) На стероидах сидит всю жизнь , лол
27687038;27687286;non_sexist;Nigga??
27687038;27687289;non_sexist;Был бы белый , сказала бы расизм ????
27687038;27687302;non_sexist;[id278500299|Егор],
27687038;27687308;non_sexist;«Он» бы еще сказал-«Я разбила ему голову лопатой, а он вдруг обиделся»))))’
27687038;27687334;non_sexist;Грёбаный примат:)
27687038;27687338;non_sexist;хабалка
27687038;27687366;non_sexist;Да судья в ГРУ служит, это ещё секрет?
27687038;27687426;non_sexist;братья вильямс о ужас ?? но главное это сексизм -конечно.
27687038;27687444;non_sexist;Какая забавная накачанная обезьянка :) Даже разговаривать может
27687038;27687456;non_sexist;На кол черную ведьму!!!
27687038;27687465;non_sexist;Перевод : Йобтвоюфакимать! Спускайся с вышки ятебейайцаотгрызу!
27687038;27687476;non_sexist;Смелый судья)))
27687038;27687487;non_sexist;Судья отобрал очко у Серены
27687038;27687507;non_sexist;зачем вы такими сравнениями обижаете обезьян?! они хорошие, они настоящие??
27687038;27687511;non_sexist;Поговаривают у сирены меньше 15 см . Пзц. Это приговор
27687038;27687530;non_sexist;Лижь бы повыступать, то расизм то сексизм. Нормальным людям скоро места не будет, рта раскрыть нельзя будет и в чем то упрекнуть ох*€вших  угнетенных
27687038;27687547;non_sexist;"Допустим Шарапова бы так обнаглела, да лет на пять дисквалификацию вкатили бы, а тут...
Ненавижу две вещи, расизм и негров))"
27687038;27687549;non_sexist;дай ей в рожу ногой будет похоже на кикбоксинг!
27687038;27687571;non_sexist;Никогда не жульничала:)поэтому отказывалась сдавать доппинг пробы:)
27687038;27687578;non_sexist;напугался наверное до смерти
27687038;27687581;non_sexist;Господи, какая страшная темнокожая тетя)
27687038;27687586;non_sexist;Она похожа на гориллу.
27687038;27687592;non_sexist;На фото - мутант орангутанг угрожает судье.
27687038;27687616;sexist;"Меньше гавкать на судью надо. Не пройдет ""сексизм"", так заорет про расизм. Мозгов ноль. Одни стероиды и допинг."
27687038;27687621;non_sexist;Братья Уильямс уже не те.
27687038;27687624;non_sexist;Похожа на гориллу в ярости. Ой, не толерантно получилось??
27687038;27687650;sexist_in_co;Она женщина?
27687038;27687657;non_sexist;Вся суть лицемерного биомусора - спровоцировать конфликт, от бессильной злобы, а потом исполнять жертву
27240386;27240409;non_sexist;Мазахизм??????
27240386;27240436;non_sexist;ПолитПорнушка
27240386;27240456;non_sexist;Разборки пенсионэров
27240386;27240479;non_sexist;В результате конфликта санкции Вове подарил Трампчик
27240386;27240484;non_sexist;жаба и гадюка
27240386;27240511;non_sexist;[id46701659|Андрей], ща забанят за маты
27240386;27240514;non_sexist;Ну да, если бы на месте президента США был бы другой страны, тоже глава государства ... Америка трубила на всю планету - это СЕКСИЗМ ! ??
27240386;27240524;non_sexist;??
27240386;27240527;non_sexist;Сильные политики,даже в престарелом возрасте хотят секса,но не могут??
27240386;27240534;non_sexist;трамп ничего в сша не решает и это показали последние события,зря мы его выбирали лучше бы конгрессменов адекватных поставили
27240386;27240572;non_sexist;Два старика,у них в голове давно манная каша??
27240386;27240604;non_sexist;Трамп оттолкнул от себя не только Германию, но и всю Европу.Я не знаю, почему Путин не налаживает отношения с теми, кого оттолкнули Штаты.Нельзя сидеть на месте, когда такое происходит
27240386;27240630;non_sexist;Ну да вы прямо его и выбирали?
27240386;27240641;non_sexist;[id478706905|Алексей], боится еще санкций получить
27240386;27240742;non_sexist;[id6477762|Виталий], а чего бояться?Из Штатов друг никакой, они заставят тебя платить дань, а ВВП всю свою жизнь говорил о равноправном партнерстве, так какого рожна он туда засматривается ,это же бездна, а не исключительная нация
27240386;27240762;non_sexist;Трамп с Меркель мешают друг другу
27240386;27240770;non_sexist;Это когда он конфетами швырялся?
27240386;27240998;non_sexist;Не ну это конечно всё интересно но хотелось бы узнать что там с пенсионной реформой и повышением НДС .
27240386;27241039;non_sexist;"два убогих в одном обозе..кто кого спихнет..
??"
27240386;27241264;non_sexist;После козлиного спектакля на открытии тоннеля , — я стал сомневаться в здравом уме и Меркель и остальных председателей евроколхоза !
27240386;27241284;non_sexist;Не удивлюсь, если в скором времени Трамп приедет к Путину за российским паспортом
27240386;27241309;non_sexist;Нашлась что-ли потеряшка!!!))).
27240386;27241653;non_sexist;[id197334448|Виктор], сейчас объясню.Это юмор такой.В последнее время у многих актеров, звезд, спортсменов Запада стало тенденцией получать российское гражданство, полюбили они обновленную Россию и Трамп продвигает политику партнерства с Россией в Штатах ,являясь чуть ли не нашим поклонником со времен 90-х годов, хотя его и отговаривают ,вот я и решил пошутить на эту тему.Доступно высказался?
27240386;27241674;non_sexist;Старики канаются,чей маразм круче.
27240386;27242514;non_sexist;Милые бранятся  - только тешатся...))
27240386;27244612;non_sexist;Причем тут все это? Просто Трамп хочет ограбить Евросоюз и Германию в первую очередь, чтобы спасти США, вот и все.
27179691;27179755;non_sexist;RT WTF ??????? ??????
27179691;27179766;non_sexist;Пидapacoв обсуждают
27179691;27179775;non_sexist;ПиАрХерНи
27179691;27179802;non_sexist;Хоба говорили про трансгендеров , перешли к обсуждению феменацизма 3-ей волны
27179691;27179852;non_sexist;Этих больных на голову представителей среднего пола, или как их там. И гомосеков надо лечить. Долго и серьёзными препаратами.
27179691;27179922;non_sexist;RT решили хайпануть??? Я был о вас лучшего мнения!!!
27179691;27179933;non_sexist;А ч? тут спорить? Нравится взаимно человек — любите друг друга на здоровье. Нашли проблему, тьфу.
27179691;27179970;non_sexist;Ну, почему же- был приведена адекватная параллель- если бы в клуб не пустили явного алкоголика, который вызывал бы отрицательные эмоции у окружающих, то такого возмущения бы не было?)
27179691;27179975;sexist;О чём разговор?  Женщина не равна мужчине, это закон природы
27179691;27180072;non_sexist;[id200680368|Никита], в Китае их лечат электрошоком. Если ЛЕЧАТ, значит помогает? Надо Милонову идейку покинуть))))
27179691;27180150;non_sexist;[id217973765|Андрей], до недавнего времени их успешно лечили и в США, например один из ведущих психиатров США Роберт Спитцер, который подвергся за это травле.
27179691;27180684;non_sexist;РТ , может хватит этого идиота пиарить ?! Не нужен он тут !
27179691;27181070;non_sexist;Придурки
27179691;27181269;non_sexist;Что за галдежь пьяный
27179691;27181327;sexist;"[id49921542|Юрий], женщина ровна мужчине.
Просто каждый должен заниматься своим делом.  Мужчина защищать, завоевывать и содержать.
Женщина ухаживать, поддерживать и создавать уют.

А феменистки по сути дефектные единицы, обиженные на мужской пол. Они хотят не равноправия, они хотят кастрировать современного мужчину в отместку за свои обиды"
27179691;27184741;non_sexist;RT, расскажите кто украл деньги из пенсионного фонда?
27179691;27185355;non_sexist;""" А в это время в Нижнем Новгороде в течение каких-то 10 дней убили двух журналистов: вначале сотрудника местной ГТРК Дениса Суворова, а затем корреспондента АиФ Сергей Грачева"" Так что там с тарнсгендерами не так?"
28897788;28897807;non_sexist;Там все женщины безработные.)
28897788;28897808;sexist_in_co;их просто боятся брать
28897788;28897821;non_sexist;п*идоры не любят баб
28897788;28897822;sexist_in_co;И правильно пусть дома сидят??
28897788;28897831;non_sexist;"Офигеть??????
Шизофрения продолжается??????"
28897788;28897836;sexist_in_co;О нет...только феминисткам не говорите...ато взвоют...
28897788;28897841;non_sexist;Не знаю, не знаю... А ХИЗЕР НАУЭРТ трампуша взял, да еще на какую: с пресс-секретарей - в ООН!!! ?? Будет сейчас там говнить по написанному ей в госдепе тексту... ????
28897788;28897842;sexist_in_co;Там женщин нет.
28897788;28897849;sexist;Кликнул MeToo, в картинках все такие милые )))
28897788;28897862;sexist_in_co;Там не женщины,а гемофродиты.
28897788;28897875;sexist_in_co;пусть сидят дома гремят кастрюлями у плиты
28897788;28897894;sexist_in_co;потому что страшные как смерть
28897788;28897942;sexist;Сволачи,не дают несчастным женщинам заработать на домогательствах??
28897788;28897956;sexist_in_co;До ручки докатились феминистки.
28897788;28897964;sexist_in_co;Гендерный ад.
28897788;28897965;sexist_in_co;Шкуры уже не те ?
28897788;28897970;non_sexist;Везде всякие непопулярные в своем классе элементы борятся с искушениями для популярных, как с тестом. Правда если перестают искушать, перестают и рожать. У нас вон питье ломают те, кого не зовут составить кампанию.
28897788;28898013;non_sexist;для кого эта чушь постится?
28897788;28898018;non_sexist;Таг пусть берут негров
28897788;28898024;non_sexist;Они там посбесились все
28897788;28898051;non_sexist;Мем смешной, ситуация страшная??
28897788;28898067;non_sexist;на России давно ни кого не хотят брать на официальную работу все черный нал ??
28897788;28898082;sexist;Почему фемки не ведут свое движение в Пакистане. Почему только в нормальных странах
28897788;28898143;non_sexist;Там демократия!!!
28897788;28898151;sexist;"Ржу в голос. Они сделали нормой, что любые обвинения в домогательствах уже являются доказательством этого самого домогательства, а теперь удивляются ""мы не понимаем почему мужчины стали бояться нанимать на работу женщин"". Да потому что любая обиженная овца может пойти и заявить ""он меня домогался"" и все. Карьере мужика конец и никак он не докажет свою невиновность. Потому как он виновен уже по умолчанию. Ну что неуважаемые мною феминистки, вы счастливы? Лично я да. Джин выпущен из бутылки и он начал уничтожать тех кто его выпустил."
28897788;28898368;non_sexist;Нормально у них там мозги людям пудрят!
28897788;28898578;sexist;там теперь НЕТ женщин .. Как себя назовёт , тем и будет ..
28897788;28898957;sexist;там женщина за 300 баксов по 12 ч работать не будет как у нас
28897788;28899016;sexist;телки там уже не те.))
28897788;28899167;sexist;Так возьми там женщину и придётся её домогаться со всеми вытекающими.
28897788;28899856;sexist_in_co;Я бы тоже боялся)
28897788;28900282;non_sexist;Есенин))
28897788;28900984;sexist;Да потому что если их уволитбь, они сразу скажут, что это по каким то сексистским обстоятельствам, хотя если женщина настоящий профессионал никто ее не уволит. Вот возьмем Мехрибан Алиеву она много лет во власти и занимает ответсвенные места, и это вообще-то в исламской стране. Зато США вовсю кричит о демократии и равенстве... А ведь Мехрибан далеко не единственная женщина в Азербайджане активно проявляющая себя и в политике и в предпринимательстве.
28897788;28901693;sexist;"Ха-ха так вам и надо  феминистки ху.вы ?????? Прикоснулся  к бабе  уже считается  изнасилованием вот и берут на работу  "" он ей руку пожмет  а она скажет  он меня чпокнул ""!!!??????"
28897788;28901723;sexist_in_co;За что боролись . На то и напоролись .
28897788;28904879;non_sexist;Довели страну до параннои....
28897788;28907817;sexist;Правильно...а вдруг родит?... плати ей потом зп...
28897788;28911800;sexist_in_co;Дофеменизировались.
28569859;28569866;non_sexist;Да она уже старая
28569859;28569868;non_sexist;"Так она паданая??????
Ей постоянно нужны помощники,чтобы ее вели под руку??????
Да и потом она лает??????"
28569859;28569897;non_sexist;??????
28569859;28569899;non_sexist;Хоспаде,да какое ей президентство,одной ногой уже в могиле,при совке,генсеки столько в кремле не сидели)))
28569859;28569910;non_sexist;Из неё уж песок сыпиться, а всё туда же??????
28569859;28569922;non_sexist;с неё электронный браслет -то уже сняли ? или всё под стремянкой ходит ?
28569859;28569935;non_sexist;Ещё не всех соперниц убила?
28569859;28569937;non_sexist;Старое ??
28569859;28569973;non_sexist;Она разве не в психушке?
28569859;28569979;non_sexist;Бабушка все не угомонится? Пирамодону ей)
28569859;28570025;non_sexist;Помните, как в неё кинули ботинком, во время выступления. Жаль, промахнулись.          https://youtu.be/xsGwNzhhOg0
28569859;28570043;non_sexist;лаять в прямом эфире дорогого стоит...
28569859;28570069;non_sexist;Яка - ж я старуха, кали ще я-буся??
28569859;28570108;non_sexist;"В 2020 ей будет 73 года. Пора о душе подумать и грехи замаливать, а не новые копить. 
Она явно, неадекватная."
28569859;28570110;non_sexist;В 70 с лишним лет, решила снова выставить свою кандидатуру? Рисковая старушка. Стареет Америка своими правителями.
28569859;28570113;non_sexist;В самой пресамой пресамой стране мира больше некому стать президентом, чем старой маразматичке?
28569859;28570218;sexist;Да хватит уже этих баб с климаксом в политике
28569859;28570241;non_sexist;Зачем в таком возрасте президенство?? О душе пора думать,спокойно доживать...
28569859;28570293;non_sexist;Какой год на кладбище прогулы ставят, а все не успокоится ведьма.
28569859;28570333;sexist;Она никто, за ней кто то стоит,! Управлять другие будут
28569859;28570341;non_sexist;Путин захочет - станет
28569859;28570403;non_sexist;Больные на голову это жесть .
28569859;28570418;non_sexist;Эта старуха за версту смердит трупами. На ней клейма ставить не где.... да и с мозгами там далеко не в порядке.
28569859;28570426;non_sexist;... только сдвинь корону на бок, чтоб не висла на ушах....
28569859;28570444;non_sexist;Пора бы на четырёх опорах в направлении кладбища ползти, а она в цари горы метит??
28569859;28570504;sexist;Женщина у власти не должна быть
28569859;28570509;non_sexist;За ней огромный шлейф трупаков тянется с самого института.
28569859;28570516;non_sexist;Одной русофобкой меньше. Может, придет там когда-то к власти адекватный человек и будет настроен на нормальное взаимодействие с другими странами.
28569859;28570633;sexist_in_co;Какое страшное лицо и очень старое!!!
28569859;28570763;non_sexist;Не ровен час опочит с горя)
28569859;28570797;sexist;Да и возраст у этой мадам, прямо скажем, преклонный. Ну куда она лезет, внуков нянчить надо, а она в президенты.
28569859;28570862;non_sexist;Старуха Клиторн ещё не сдохла ?
28569859;28570967;non_sexist;Ей 8 десяток , так что президентом ей уже не быть , даже ноги уже не держат ,если только ползать то тогда.
28569859;28571556;non_sexist;так ей и надо вражине
28569859;28571583;sexist;"А в предыдущие два раза они не знали типа ?! Да и она тоже умалённая баба ! Ну могла бы догадаться что как говорят в США ""лузеров"" на пост презедента да ещё и в третий раз не допускают !"
28569859;28571709;sexist_in_co;Фубля пришибленная.
28569859;28572167;non_sexist;Постарела.
28569859;28572301;non_sexist;Только на принудиловку в дом скорби...??
28569859;28572667;non_sexist;??
28569859;28574134;non_sexist;Моника, Моника, поиграем в слоника...
31445930;31445939;non_sexist;И это испортили...
31445930;31445963;non_sexist;каждый смотрит то что хочет увидеть..но не каждый увидит то что хочет..
31445930;31445980;non_sexist;там уже есть негры нетрадиционной ориентации?
31445930;31445997;non_sexist;Когда это всё закончится???
31445930;31446039;non_sexist;Да он везде.
31445930;31446073;non_sexist;Трансгендеров нехватает, чтоб докучи.
31445930;31446197;non_sexist;Очередная реклама гoвнa.
31445930;31447170;non_sexist;"Вот на кой леший в детские мультик пихать все эти заморочки из взрослого мира?Я понимаю,если бы мультик изначально позиционировался,как мультик для более взрослой аудитории,так нет же,чисто детский мультик.
Детям нужен красивый,добрый мультик с простой моралью,а вместо этого ему пихают зубодробительную философию,родившуюся в воспаленном мозгу режиссера..."
30224720;30224732;non_sexist;Фильм говно как и актриса видимо
30224720;30224733;non_sexist;Голливуд это шлак по большей части. Смотрю советские фильмы и немного российские
30224720;30224734;non_sexist;Не смотрел... Но осуждаю! ))
30224720;30224755;non_sexist;Не смотрел... и не буду смотреть. Потому что это реально шлаак ??????
30224720;30224769;non_sexist;Потому что ?? .....????????
30224720;30224772;non_sexist;Жду порнопародию.
30224720;30224783;non_sexist;Высокохудожественная и фантастическая пропаганда всякой шняги))
30224720;30224792;non_sexist;"Норм фильм для выходных. Не напряжный как и все из серии. Конечно много штампов в угоду времени, но куда без этого???????
С ребёнком сходил ему понравилось??

З.Ы. Рт расскажи теперь про плюсы Гурвинека??"
30224720;30224794;non_sexist;Не лучше и не хуже чем все марвеловские блокбастеры. А если обсуждают - значит кому-то нравится. Главное, чтобы гомосятины не было, остальное переживем
30224720;30224795;non_sexist;Весь дисимарвеловский трешак могла бы студия Божья искра переводить. При участии оперуполномоченного, естественно.
30224720;30224800;non_sexist;Да п*д*ры они все. Музыка у них г*вно! Да и сами они... ??
30224720;30224819;non_sexist;Отличный фильм!!!
30224720;30224824;non_sexist;Главная героиня не чернокожий трансгендер лезбиянка?
30224720;30224855;non_sexist;Критиковать могут все...а создать - нет.
30224720;30224866;non_sexist;Самое лучшее в кинематографе на сегодняшний день!!! Обожаю! Дай бог режиссёрам марвел 1000 лет жизни!!!
30224720;30224874;non_sexist;Наверно за то что они сняли унылое говно.
30224720;30224875;non_sexist;Как фильм смотреть можно , крутые спецэффекты , графика , но там такая дичь в сценарии что тошнит.
30224720;30224876;non_sexist;Этот фильм собрал уже миллионы по всему миру....А сколько собрал фильм Крымский мост?и какой фильм надо осуждать?
30224720;30224885;non_sexist;Примерно так Голливуд снимает фильмы про новое оружие США, фантастическое зрелище. )
30224720;30224890;non_sexist;за что критиковать кучу гавна, ну нравится некоторым гавно жрать, приятного аппетита
30224720;30224900;non_sexist;Да просто надоели всем эти летающие дол..б..а.йобы.
30224720;30224914;non_sexist;За то что это очередное унылое г..но про дебильных супергероев?
30224720;30224930;non_sexist;Шлак тот ещё.
30224720;30224947;non_sexist;Потому, что она макс старлей, но ни как не капитан)??
30224720;30224953;sexist;В главной роли супергерой-телка, вот и все. Бред сивой кобылы. Очень ?уево
30224720;30224965;sexist;Последняя мода, бабы, геи, негры ,не пойми кто вообще... Но главное что бы не белый мужик.
30224720;30225028;non_sexist;Не смотрел, но осуждаю!)))
30224720;30225073;non_sexist;она же абсолютно неубиваемая как Чак Норрис и эмоции такие же
30224720;30225076;non_sexist;Супер фильм
30224720;30225138;sexist;Нормальный фильм. Феменизма в нем практически нет. Я бы даже сказал совсем нет. То что фильм проходной - да соглашусь. Слишком высокие ожидания не оправдались, но это не испортило впечатления от увиденного.
30224720;30225144;non_sexist;у нас комедии снимают про блокадный Ленинград вот уж днище
30224720;30225149;non_sexist;Но на раз, посмотреть с алкоголем вместе
30224720;30225156;non_sexist;Дно как и весь Голливуд
30224720;30225162;non_sexist;Фильм пропаганда, как и все голивудские фильмы. Промывают мозги молодежи.
30224720;30225166;non_sexist;"Это, ещё, что. Вы новый трейлер экранизации ""Дум"" посмотрите??"
30224720;30225259;non_sexist;"?? какой еще Марвел wtf?! че за чушь) я еще властелин колец-то не смотрел и все последующие ""из пальца выжатые"" галивудские кино-шедевры, да и несколько не хочется забивать свой мозг чьей-то выдуманной фигнёй..."
30224720;30225269;sexist;Стоп, но я же видел какой то трейлер где капитан марвел пацан, что это за шлак, я только что посмотрел?
30224720;30225279;non_sexist;"Новость в стиле РТ. 
Что-то там сказали, но цитату мы приводить не будем. 
Запечатлено на видео, но в новость мы видео не добавим."
30224720;30225293;non_sexist;Очередной пиндосовский мусор по мотивам комиксов для младшего школьного возраста.Какого глубокого сюжета и гениальной драматургии можно ожтдать?))
30224720;30225316;non_sexist;"Да уж лучше марвел. Чем смотреть русское дер...мо на подобии ""Крым"" , ""Движение вверх"" и ""притяжение"""
30224720;30225394;non_sexist;Не тратьте время на эти кинопомои.
30224720;30225572;sexist;не смотрел и не буду, по трейлеру видно, что феминистический бред)
30224720;30225737;non_sexist;Фильм не интересный, предсказуемый. А шумиха вокруг него, новый виток обратной сегрегации против большинства.
30224720;30225881;non_sexist;"Судя по фото - за ""клубничку""?"
30224720;30225955;non_sexist;Фильм норм, актриса просто дура
30224720;30225999;non_sexist;Хм, ничего критичного в этом фильме нет, обычный, одноразовый, детям понравился, но второй раз не хотят смотреть, , младший ждет продолжения. Ничего не поделаешь, Россия забывает своих героев по идеалогическим соображениям, а в США за неимением выдумывают монстров, детям это нравится.
30224720;30226060;non_sexist;За то что это гавно собачье
30224720;30227307;non_sexist;Самое лучшое это советское старое кино
30224720;30227606;non_sexist;Это кому-то интересно?
30224720;30227759;non_sexist;Как-то поздно уже злорадствовать.
30224720;30228049;non_sexist;Фильм отстой. С трудом до конца досмотрел.
30224720;30228055;sexist;Ну раз феминизм, тогда и смотреть не буду.
30224720;30228083;non_sexist;Мне фильм понравился-критика кассу меньше не сделает??
30224720;30228127;non_sexist;"За что?  За рекламу..вернее не ""за"", а ""ради"")))"
30224720;30228249;non_sexist;Говно на палочек,комикс для ЕГшников дурных..
30224720;30228299;non_sexist;Почаще такие фильмы про Россию надо выпускать !
30224720;30228303;non_sexist;Нормальный фильм, не хуже других марвеловских
30224720;30228333;sexist;Феменистки голову подняли пора рубить .
30224720;30228490;non_sexist;Эту уйню даже смотреть не собираюсь.
30224720;30228519;non_sexist;Шикарный фильм)
30224720;30228557;non_sexist;"Зачем нам Голливуд, если у нас есть клипы со сладенькими ""лазаревыми""?"
30224720;30228580;non_sexist;В целом, супергероика, как и многое другое, стала диградировать. Тут играет роль и толерантность, и полное отсутствие новых идей, и желание сделать кассовый, но не обязательно хороший фильм.
30224720;30228642;non_sexist;Ахаха. Снимите такой фильм крутой а потом гундите. Елки1-2-3-4-5-6 это ваш уровень
30224720;30228845;non_sexist;"Ну ё-моё, это уже 21й фильм в КВМ, не считая сериалов, бывают и неудачи (относительные). Как по мне, ""Доктор Стрэндж"" тоже был довольно  проходным."
30224720;30228950;non_sexist;"Фильмы от ""Фонда кино"" похоже не видели"
30224720;30228981;non_sexist;а я бы вдул
30224720;30229033;sexist;"Бабам нальзя давать волю и власть, у них права голоса на было очень долго и они деградировали 
А в некоторых странах им до сих пор никто не даёт права голоса"
30224720;30229035;non_sexist;Сами ничего снять не могут, но осуждают иностранное кино. Хуже российского кино только его зритель.
30224720;30229134;sexist;Очередной феминистский вопль. Даже с торента качать не буду.
30224720;30229260;sexist;"в конце ролика злобная мужеподобная корова говорит о ""гендерном неравенстве"" )))) куда уж мужикам до нее! )))"
30224720;30229886;non_sexist;За первые выходные «Капитан Марвел» собрала в мировом прокате 455 миллионов долларов
30224720;30229933;non_sexist;да вроде ничего
30224720;30230340;sexist_in_co;Бри Ларсон убивает киновселенную Марвел????????
30224720;30230406;sexist;Надоели с этим феминизмом, кругом бабы герои всех крушат
30224720;30230635;non_sexist;Отличный фильм!??????
30224720;30231020;non_sexist;Фильм ??????
30224720;30231706;non_sexist;Фильм говно.
30224720;30233527;non_sexist;Ну так фильм днище
28968755;28968767;non_sexist;Что за хохол?
28968755;28968911;non_sexist;"Нынче я пропустил ""Тотальный диктант"" из-за трансляции важного матча. Надеюсь, в следующем году, в апреле, снова схожу на ТД, это очень интересно."
28968755;28969788;non_sexist;Очередное русофобское выступление... сколько же глистов в России
28501213;28501251;non_sexist;"?? все из-за сша... и у нас также... запад на восток, опять русские убивают русских на донбассе... И вот тоже ""феминизм"" это понятие пришло из сша, в той стране где не было геноцида над белыми... в руанде был поэтому женщины вынужденно встали на места мужчин даже в самом тяжелом труде, после ВОВ (опять же геноцид русских западом) у нас женщины были вынуждены заполнить места убитых мужчин... а вот в сша никокого геноцида и войн никогда не было, к сожалению, поэтому и появилось это понятие феминизм. Начните у себя гражданскую войну уже наконец и понятие феминизм исчезнит само собой )"
28501213;28501252;non_sexist;Слава Путяну он уберёг нас от геноцида!!! Слава! Слава! Слава!
28501213;28501262;non_sexist;Так то ж Африка. Там бабы быстро мужиков нарожают. А те снова устроят друг другу геноцид. Традиция у негров такая - с энтузиазмом резать дуруг другу глотки.
28501213;28501278;non_sexist;Руачда
28501213;28501287;non_sexist;Дезайнеру руки то оторвать надобно
28501213;28501405;non_sexist;Это не Руанда, а Россия
28501213;28501530;non_sexist;ну и нормалек, без мужигов справляются
28501213;28502714;non_sexist;А про мясника Сабры и Шатилы - генерала Ариэля Шарона фильм будет?
28501213;28504152;non_sexist;Там хохлы наемниками были
28501213;28505516;non_sexist;Жители Руанды должны благодарить ООН, за то что происходило. ООН и ОБСЕ тихо устранились
28494622;28494846;non_sexist;Черные красотки... Обратите внимание, какие у них белые зубы...!
28494622;28494884;sexist;"Вот феминизм вообще не пойму !
Мы же русские как мы без секса то !
Жил в Америке три года вот их пойму !
А наши красатульки !ну как вы без нашего внимания!
Да дуроки,да идиоты 
Но мы любим вас"
28494622;28495490;non_sexist;Новость зачем удалили? А то я не понял кому я и чего должен.
28494622;28495592;non_sexist;Из огня да в полымя
28494622;28497578;non_sexist;https://youtu.be/MHcgyI_Y3xI
28430453;28430480;non_sexist;Зачем нам Руанда эта?Не пойму никак.У нас своя руанда
28430453;28430511;non_sexist;Они стали мононациональным государством, как Япония?
28430453;28430513;non_sexist;Идеи Таноса...
28430453;28430599;non_sexist;"Да уж, вся Европа Руанда, только в более мягком формате. Однако, формат постепенно ужесточивается. Хитрые правители мира нашли способ без физического насилия решать вопрос гоев. Хорошо, что Россия не пустила к себе западные ""ценности"", педерастию ""цивилизованного"" мира!"
28430453;28430704;non_sexist;Хах, ответ в анонсе) Пятая часть страны была истреблена. Оставшимся пока хватает еды, потому они благополучными считаются.
28430453;28431273;non_sexist;План Таноса работает...
28430453;28431759;sexist;От геноцида к феминизму. от тёплого к мягкому)))
28430453;28433015;non_sexist;Наверное истребили тех, кого надо было истребить. Какой ещё вариант может быть?
28430453;28433622;non_sexist;Меньше стало голодных ртов с автоматами?
28430453;28434593;sexist;Если руанду долго не мыть, она в любом случае воспалится - это каждая феминистка знает.
28430453;28436390;non_sexist;Т.е. секрет благополучия - нужно убить всех чужаков? И будет вам счастье? Как просто!
28430453;28438677;sexist;Пошли бы вы на &&& со своим феменизмом
28430453;28439010;non_sexist;"Это что намек на нас !пока нас не истребят 
Жить будем в го** е"
27962534;27962547;non_sexist;Один коммент есть ! Уже круто
27962534;27962554;non_sexist;Сухая вода
27962534;27962593;non_sexist;ну и зачем пересказывать? читать не интересно будет. Я не буду читать пересказ, из принципа))
27962534;27962620;non_sexist;Супер книга, прочитала компактную версию и уже заказала Original. ??????
27962534;27962654;non_sexist;"Не спешит улитка 
по склону Фудзи домой, 
на спине несёт его??"
27962534;27962822;non_sexist;"[id271827870|Аня], посмотрите фильм по его роману:""Поколение  - п"",прикольный и актеры там играют известные,мне очень понравился ??"
27962534;27962886;non_sexist;[id271827870|Аня], не за что)
27962534;27962939;sexist;"А где феминизм в Саудовском аравии ? 
Или права женшин в Афганистане или в Катаре ? 
А , сьели ?"
27962534;27963020;non_sexist;[id467649282|Максим], я, кстати, фильм досмотреть не смог. Не пошло. Зато роман зашёл на ура. ??
27962534;27963046;non_sexist;"Какая хорошая реклама дана)
По бартеру?
Но сюжет приоткрыли хорошо, я даже думаю прочитать теперь)"
27962534;27963051;non_sexist;Чапаев и Пустота - лучшая книга Пелевина
